Id,CaptionText,Category
605,Summer Temptation!  Vienna Austria #mojito #analcolico #medusa #Vienna #Austria  #traveldiary    #barhopping #summer #temptation #pinay #filipino #pride,EU
606,Belvedere Vienna Austria  #traveldiary        #princess #dress #pinay #filipino #belvedere #Vienna #Austria #solo #soloflight #nikon #travellushes,EU
607,The Schnbrunn Palace in Vienna Austria   #traveldiary     #schnbrunn #princess #palace #Vienna #Austria #solo #soloflight #pinay #belle #garden #royalty #filipino,EU
608,This is One of  my favourite photos of St. Pauls Cathedral and the River Thames. Photo taken from Tate Moderns Terrace. #stpaulscathedral #london #lhr #uk #unitedkingdom     #tbt #throwbackthursday #architecture #catherdral #history #city #historicbuildings #gothichurch #church #travelphotos,EU
609,This is One of  my favourite photos of St. Pauls Cathedral and the River Thames. Photo taken from Tate Moderns Terrace. #stpaulscathedral #london #lhr #uk #unitedkingdom     #tbt #throwbackthursday #architecture #catherdral #history,EU
610,#themightycross #mt.tapyas #coron #palawan  ,APAC
611,Il y a nous qui regardons sincrement ces ruines comme si le vieux monstre concentrationnaire tait mort sous les dcombres qui feignons de reprendre espoir devant cette image qui sloigne comme si on gurissait de la peste concentrationnaire nous qui feignons de croire que tout cela est dun seul temps et dun seul pays et qui ne pensons pas  regarder autour de nous et qui nentendons pas quon crie sans fin. Jean Cayrol  #neverforget #70years,OTHERS
612,  *  ... * * #SkyObservatory #NaksanPark #Seoul * * 2015.01.26  #Helen   #MytravelMemories #timeless,APAC
613,       .     .   ! Glass factory in Hergiswill Switzerland. Really hot place! #glass #hergiswill #glasihergiswill #switzerland #schweiz   #visitswitzerland # # # # #,EU
614,Blue Mosque Istanbul  Turkey Travel 2013  #fernweh #wanderlust     #bluemosque #istanbul #turkey #turkiye,EU
615,2015.01.24 * #Taejongdae & #Haeundae #Busan * *  #Helen   #MytravelMemories #timeless,APAC
616,2015.01.22 * #Bukchon #Hanok #Village in #Seoul * *  #Helen   #MytravelMemories #timeless,APAC
617,#TBT #Messi #Punjab #throwback #adidas #GTRoad #McDonalds #GlobalBrands I had to take a pic with Messi on my India trip in Feb2013 :)  ,APAC
618,#mttambourine#mountain#keepexploring#lovemylife#travelmore#travellife #roadtrip#Australia#Queensland#summer#oz#qld,APAC
619,Indira Gandhi Airport in Delhi! #2013 #traveling   #travelling   #travelgram #airport #airports #wanderlust,APAC
620,        !           . Gorgeous Rhine Falls near Schaffhausen Switzerland. Very impressive! # # # # # #   #waterfall #schaffhausen   #switzerland #rheinfall #schweiz #visitswitzerland,EU
621,Kuala Lumpur Airport from 2013 #airport #airports #kualalumpur #malaysia #traveling   #travelling   #travelgram #wanderlust,APAC
622,#hongkong #chipmunks #traveller #disneyland #happykid #tbt #asia  ,APAC
623,Angkor Wat from #2013 #traveling   #travelling #travelgram   #angkorwat #angkor #cambodia #siemreap. #wanderlust,APAC
624,                .          :) This really huge lokomotive I saw in Swiss Transport Museum in Lucerne last summer. Awesome place with many trains that you can explore :)     #switzerland #lucerne #transportmuseum #museum #luzern #train #lokomotive # # # # # #,EU
625,Coffee in Galle Sri Lanka. #galle #srilanka   #traveling #coffee #2013   #travelling  ,APAC
626,Spotted in Sri Lanka 2013 #quotes #srilanka     #travelgram #travelling #traveling,APAC
627,When in Rome. #Throwback  ,EU
628,National museum in Phom Penh. #phnompenh #cambodia   #2013 #museum   #wanderlust,APAC
629,Rishikesh  #2013 #rishikesh #india #shiva #uttarakhand   #ganges #himalayas #asia #southasia   #ramjhula #ashram #wanderlust,APAC
630,Last week lps abis keje aku p merayap kat pets shop. Dgn harapan nk p tgk kucing2 comey. Kononnya nak hilangkan stress la. Aku :  Kucing ada?  Tukang jaga kedai : Kucing xdak. HABIS!  Amboi! Laku mcm jual nasi lemak tepi jalan. Haha... Dan kedai itu accept CC. Bayangkan aku guna CC bl kucing. Yela nk bl cash mn aku ada duit. Dah la BUBU aku tinggai aku sorang2 la ni. So kena la cari ganti kan. Kalo la sungguh2 aku buat mesti org2 bank tgk transaction gelak2 kat aku. Mcm aku jugak  la hari2 gelak kt org. Hahaha..Sometimes mereka2 itu menyenangkan hati.  Tp ayat yang plg aku ingat smp bl2 : saya bukan nak buat loan kapal terbang tny byk sgt  Suddenly aku rindu Bangkok. Dan Bangkok adalah kelemahan aku. Bawak sejuta pon tak cukup kalo mai sini.  #cat #cats #ilovecat #purrcatcafeclub  #Bangkok #Thailand   ,APAC
631,#Bogota  ,AMERICA
632,Take me back to somewhere cold please.,OTHERS
633,Havent posted for #traveltuesday in a long time so taking a study break to post an old favorite from Kenya! #massaimara #masaimara #safari #gamereserve #kenya #wildlife #wildlions #lions #lioncub  #babies #nature #natureporn   #travelporn #travelbug   #travellove #traveltheworld #travelinspiration #wander #wanderlust #fernweh #adventure #africa #travelafrica #exploreafrica,AFRICA
634,The kitten welcomed me at Mumbai Airport  #kitten #cat #mumbai   #instagood   #cute #instatravel #cats #instaanimal #travelgram  # #,APAC
635,    :)        .           . Cloudy summer day in Montreux. #montreux #lakegeneva #lacleman #visitswitzerland #switzerland #mountains #light #nature     # # # # # # # #,EU
636,In front of The Taj Mahal hotel in Mumbai India  #mumbai #india     #travelgam #instagood #trip #instatravel #trip #traveling #carriage #flowers #traveler #instatrip  # #,APAC
637,Look at gods smile! People visit him to get wealth and happiness.  #singapore   #instagood   #travelgram #trip #instatravel #instatravel #traveling  #,APAC
638,     !      Rigi 1797    . Sharing my memories of visiting Switzerland Rigi. #switzerland #visitswitzerland #rigi #nature   #mountains # # # # # # #,EU
639,Libert.Una parola incommensurabile come il cieloirraggiungibile come un astro eppure creata dagli uomini che hanno sempre cercato di afferrarla  e intrisa del sangue vermiglio di milioni di morti Joseph Roth #jesuischarlie #rememberparis  ,EU
640,Tsim Sha Tsui Promenade  #hongkong#symphonyoflights#nightview#beautiful#colorful#lightup #happy#promenade#memories#neon#illumination#smile#######2013#,APAC
641,2013hongkongdisneyland happyhappymemories #hongkong#disneyland#HDL#hongkongdisneyland #mickey#disney#pluto#pooh#goofy#toystory#happy#memories####2013###,APAC
642,2013HongKongTravel  #hongkong#symphonyoflights#victoriaharbour#beautiful#colorful#nightview#lightup #happy#illumination#amazing#memories#####2013##,APAC
643,Gardens by the Bay  A view from a hotel room in Singapore  #gardensbythebay #singapore #instagood     #travelgram #asia #instatravel #trip #geo_tag #traveling,APAC
644,Baguio is always been one of my favorite place on earth. Seen you couple of times but will never ever get tired of you. Still I am mesmerize by your beauty and charm. #iwannavisityouagain #missingyou #latepost   #travelpamorein2015 #baguiocity #latrinidad #benguet,APAC
645,Katong district in Singapore      #instagood #singapore #trip #asia #colorful #katong #katongdistrict #instatravel #trip #traveling #travelgram #traveler #,APAC
646,Uno. Dos. Tres. Te quiero mucho!  #gato #cat #cats #cute #love #ilovecat #Bangkok #Thailand     #purrcatcafeclub,APAC
647,Heaven!  #cat #cats #ilovecat #love #throwback     #Bangkok #Thailand #purrcatcafeclub Go out there. EXPLORE. Dont just live in your bubble and hate the world. #88lovelife #dianarikasari,APAC
648,#myalbum #dubai #sandbashing #desert   #beautifulday #bestdestination #culture #thingstodo #instaphoto #nature #arabianculture,APAC
649,@ufukaksoy1903 @dmt_dmr bir de bizim kameramzdan bak  #london #UK #england #kingdom   #memories #holiday ,EU
650,Indians cant get enough of tea. Having different varieties of fresh aromatic beverage tea that are no doubt famous all over the world. This is me trying to pick the perfect tea leaves in a tea plantation in between McLeodganj and Manali (in the hills of Himalayas). #TeaLover #IndianTea #ILoveIndia #India #IncredibleIndia   #Manali #Himalayas,APAC
651,Tower Bridge roubando a cena sobre o Rio Tmisa!! #Londres #FuieAmei #Mochilando #CidadePerfeita #RevistaViagem #London  ,EU
652, ,OTHERS
653,#Baluarte #Zoo #Vigan #ilocossur #itsmorefuninthephilippines #choosephilippines #sharePH #shareVigan #shareIlocos     #travelphoto #travelPH,APAC
654,#kabiganfalls #ilocosnorte #itsmorefuninthephilippines #choosephilippines #sharePH #shareIlocos   #travelphoto   #travelPH,APAC
655,From Paris with Louvre.  #Paris #France #EuropeanExperience2013 #travel,EU
656,#f0g #silence #strange #place  ,OTHERS
657,I was sick #verysick #weakly #tired  ,OTHERS
658,#crimea #nature #mountains # #   #travel,EU
659,Prague #igfriends_valledaosta#igfriends_toscana#igfriends_sardegna#igf_street#igfriends_liguria#loves_free#loves_village#loves_details#loves_world#prague#praga#memento#casesucase#home#house#paint#painting#streetart  #loveforphotography#photographylovers#loves_liguria,EU
660,#TBT #Venice #LA #Californication #goodmemories  ,EU
661,#throwback #AngkorWat #Cambodia    Aku suka Cambodia esp Siem Reap.  Aku pon tak taw kenapa dan mengapa aku suka travel negara2 usang mcm ni??  Aku tak taw pasaipa hari ini byk TERjumpa org2 masa lalu aku. Wow depa dh move. Aku ja yg dok mcm ni dr dulu smp sekarang. Yup! Aku jealous. Mana tak nya. Dulu dia yg dok tny aku mcm mn nk belit2 shawl bagai. Last2 dia yg fashionable lg dr aku. Its ok. At least berubah ke arah kebaikan kn.  Sometime aku rasa mcm nk hidup normal mcm org2 sekeliling aku. #TypicalMalaysian  Sometime aku rasa mcm malas nak backpack. Mcm nk jd tourist ja p melancong. Senang hidup kn.  Sometime aku rasa nk stop travel ja. So annual leave yg ada tu bole simpan utk cuti raya smp seminggu. N bole guna cuti tu relax2 kt umah tgk TV. Mcm org2 lain. Org2 sekeliling aku.  Trip yg plg penat aku buat trip ThailandLaos. Trip yg terkejar2 dgn masa. Mana tak nya tak penat esok tu aku dah kena keje. Aku bukan jenis EL @ MC sesuka hati. Dlm thn ni baru sekali ja aku MC. Kagum tak? Haha #pekerjacemerlanglasangat Even ms aku p langkawi hari tu pon ak smp png airport dlm 10.30pg ( 1/2 jam ja pon LANGKAWIPNG lama tak?) Hari tu jugak aku msk ofis pkl 2 ptg blk 8.30mlm. Igt even #cuticutiMalaysia tu tak penat ke?  Bkn aku tak boleh amik cuti pjg2 bole! Tp setahun 1 trip jela pastu dok diam2. Mcm pelancong setahun sekali p bercuti. Mmg tak la. Org luar depa nmpk indah je. Mcm minggu ni aku keje 2 minggu sabtu berturut2..6 hari direct. Ahad ja dpt relax2 OK. Sbb apa? Sbb aku nk guna off day tu utk aku p kenduri kendara kwn2 yg semua tiba2 bole kawin serentak. Sorry! AL aku simpan utk next trip. Cuba bayangkan mcm mn aku kena bajet cuti setiap kali oversea trip aku akn cuti almost 2 weeks. Company bg kt aku AL 16 hari je setahun. Hebat kn? Sumpah penat.  In future maybe aku akan unpaid je selagi status UNPAID tu tak menjejaskan apa2.  Kepada manusia yg TERambil OPPO aku tolong delete semua gambar aku n tolong respect internal docs daily work aku. Hopefully anda tahu apa itu PDPA. Semoga selamat dunia akhirat.,APAC
662,Hello December.. Its Holiday season people!! This shot was taken during winter trip in Kashmir.. Where Fanna was filmed.. To #bollywoodfilmlover you what im talking about.. Hihi.. This is Gulmarg in full blown winter.. In Spring this place covered with different type of flower hence the is Gulmarg=Meadow of Flowers.. There is a lot of nickname for Kashmir like Switzerland of the East Paradise on Earth .. Happy Travelling  #throwback #thanksgiving #december #wintermonth #kashmir #gulmarg #india #northindia #wintertrip #shafikrambling #shafikjaafarphotography #myLPguide #lonelyplanet   #traveller #travellingdoctor #travelphotography #wanderlust #globetrekker #iger #ig_malaysia #ig_india #ig_india,APAC
663,None,OTHERS
664,Welcome to New York | oh the things Id do to be there right now #throwback #tbt #newyork     #vsco #vscocam,AMERICA
665,#day24 : whats in my bag.  #30DAILYchallenges #riamiranda road to #RMTS2015 @inforiamiranda  #pink #ilovecolours #ilovefashion #transparentbag bought in #SAIGON  ,APAC
666,Really miss this place.. #BalingBelakang #Throwback #OnceUponATime #NamiIsland #SouthKorea   #Holiday #Kimchi,APAC
667,Rockefeller NYC (2013) ,AMERICA
668,My travel buddy.. Thank you for now. I am looking forward on our next travel together! :) #travelbuddy #handydandy  ,OTHERS
669,Posing with Ironman at New York #Madamtussad #usa #throwback  ,AMERICA
670,Philadelphia Pennsylvania Place filled with rich history about America (2013),AMERICA
671,Wish I could be in Sydney right now and not studying for an actuarial exam in my freezing apartment  #sydney #bonditocoogee #bondibeach #coast #australiancoast #australia #aus #downunder   #traveloz #travelbug   #travelgram #travellove #travelporn #travellover #traveldiaries #travelinspiration #wander #wanderlust,APAC
672,Paris! #oldpic   #timeless #goodmemories,EU
673,Hey ponyplease take me to the sea! #tbt #tarifa #pony #sea #love  ,EU
674,ThrowbackThursday.. One of the most beautiful sunrise view ive seen.. This pic was taken during my transjava trip last year at Punthuk Sethumbu Hills Jogjakarta.. Amazing view as if Borobudur is floating on the mist..  p/s there 2 option to view sunrise.. First via manohara with is at borobudur itself.. But the entrance is a bit expensive 350k RP.. Another one is Punthuk Sethumbu Hill in which the fee only 30k RP.. You need to hike about 30 minutes. You will get free coffee .. Great view with warm local coffee.. Thats just PERFECT.. Happy travelling #throwback #transjava   #traveller #travellingdoctor #travelgram #travelogue #sunrise #sunshine #raysoflight #sunrisefreak #nature #adventure #lover #backpacking #backpacking2014 #lonelytraveller #lonelyplanet #asian #iger #ig_malaysia #ig_indonesia,APAC
675,Angkor Wat Siem Reap Cambodia      #fernweh #wanderlust #gypsysoul #DameTraveler #lookuppose,APAC
676,#flashback I dont know where Im going but Im on my way. #singapore2013 #timehop #sgtrip2013 #singaporeinvasion   #flashback #tourist #singaporetrip #7days #memories,APAC
677,Capture every moment so it will last Forever.  #throwback #timehop #sgtrip2013 #singapore2013   #memories #singaporeinvasion #happiness  #trip #singapore #clarkquay #londonbus   #tourist,APAC
678,Being adored and kissed by this street vendor near  Spice Market Istanbul  Turkey  #fernweh       #wanderlust  #gypsysoul,EU
679,ROMA  #memories #roma #colosseo #vacanzeromane #romacapitale #compagnadiviaggi   #vogliadipartire #italia #italy #valigia #start #flyaway #lavaligiasullettoquelladiunlungoviaggio,EU
680,#day15 travel in style.  #30dailychallenges #riamiranda road to #RMTS2015 @inforiamiranda  #throwback   #USS #Singapore,APAC
681,#day13:  pattern lover  #30dailychallenges #riamiranda road to #RMTS2015 @inforiamiranda  #Bangkok #Thailand   #cat #ilovecats  #latepost,APAC
682,Galata Bridge overlooking Blue Mosque Istanbul Turkey  #fernweh   #wanderlust   #galatabridge,EU
683,with yhatskie @jlllanzana  together with the Incredible Family    ,OTHERS
684,#sydney #sydneyoperahouse #blackandwhite #aus #australia #oz #downunder #explore #adventure #studyabroad #wander #wanderlust #traveloz #travelbug   #travelgram #travellove #travelporn #travellover #traveldiaries #travelinspiration #traveltheworld #fernweh,APAC
685,Missing melbourne so much right now  #melb #melbourne #aus #australia #downunder #citiesaroundtheworld #studyabroad #traveloz #travelbug   #travelgram #travellove #travelporn #travellover #traveldiaries #travelthursday #travelinspiration #wander #wanderlust #fernweh #Victoria #adventure #cityscape,APAC
686,#TBT #Singapore   #UniversalStudios #Madagascar,APAC
687,.      #adorablefamily #iloveplanes,OTHERS
688,#day1 : My hijab style  #30dailychallenges #riamiranda #hanatajima #maysaa #USS #Singapore  ,APAC
689,Gigih tawaf 1 bangkok cari cafe kucing ni.  Kucing2 kt sini sombong2. Bajet hot. Mentang2 comey kn. haha..#Bangkok    #imissbubulikecrazy #mybubuisthebestcatintheworld,APAC
690,#Wien #Austria #Europe     #daytripper #art #museum #MQ #MuseumsQuartier #LEOPOLD #EgonSchiele,EU
691,#daytripper     #2013 #vienna #Wien #Austria #Europe #Mozart,EU
692,    #2013 #daytripper #prague #praha #czech #Europe,EU
